idcomm,name,dname,zone,type,announce,ownership,area,agency,num_male,num_female,num_family,num_board,num_house
104602063,ชุมชนหมู่ 3 แขวงสามวาตะวันออก,คลองสามวา,กรุงเทพตะวันออก,ชุมชนชานเมือง,7-มี.ค.-48,ตนเองและเช่า,600,,135,215,117,7,117
104605042,ชุมชนหมู่ 8 ร่วมใจพัฒนา,คลองสามวา,กรุงเทพตะวันออก,ชุมชนชานเมือง,23-ก.ค.-42,ตนเอง,189,,106,232,68,7,68
104603048,ชุมชนหมู่บ้านกรีนวิลล์,คลองสามวา,กรุงเทพตะวันออก,ชุมชนหมู่บ้านจัดสรร,14-ต.ค.-42,ตนเอง,6,,140,160,73,7,73
104601069,ชุมชนหมู่บ้านเค.ซี. 4 ร่วมใจ,คลองสามวา,กรุงเทพตะวันออก,ชุมชนหมู่บ้านจัดสรร,22-มิ.ย.-50,ตนเอง,20,,328,358,238,7,238
104603079,ชุมชนหมู่บ้านทหารกองหนุน,คลองสามวา,กรุงเทพตะวันออก,ชุมชนหมู่บ้านจัดสรร,13-พ.ย.-55,ตนเอง,45,,467,478,268,,268
104603024,ชุมชนหมู่บ้านธีรวรรณ,คลองสามวา,กรุงเทพตะวันออก,ชุมชนหมู่บ้านจัดสรร,25-ก.ย.-39,ตนเองและเช่า,33,,"1,182.00","1,418.00",663,21,663
104603077,ชุมชนหมู่บ้านนันทิศา,คลองสามวา,กรุงเทพตะวันออก,ชุมชนหมู่บ้านจัดสรร,30-ต.ค.-55,ตนเองและเช่า,,,138,165,121,,121
104603043,ชุมชนหมู่บ้านพร้อมสุข 1,คลองสามวา,กรุงเทพตะวันออก,ชุมชนหมู่บ้านจัดสรร,23-ก.ค.-42,ตนเองและเช่า,6,,129,143,125,7,125
104603049,ชุมชนหมู่บ้านพูน,คลองสามวา,กรุงเทพตะวันออก,ชุมชนหมู่บ้านจัดสรร,8-พ.ย.-42,ตนเองและเช่า,30,,197,275,268,7,268
104603039,ชุมชนหมู่บ้านเพรชไพลิน,คลองสามวา,กรุงเทพตะวันออก,ชุมชนหมู่บ้านจัดสรร,5-ก.ค.-42,ตนเองและเช่า,8,,182,168,136,7,136
104603044,ชุมชนหมู่บ้านร่มทิพย์,คลองสามวา,กรุงเทพตะวันออก,ชุมชนหมู่บ้านจัดสรร,2-ก.ย.-42,ตนเองและเช่า,20,,830,975,850,25,850
104603056,ชุมชนหมู่บ้านร่มเย็น 5 พัฒนา,คลองสามวา,กรุงเทพตะวันออก,ชุมชนหมู่บ้านจัดสรร,28-พ.ย.-45,ตนเอง,103,,612,677,460,12,460
104603072,ชุมชนหมู้บ้านแสนนคร,คลองสามวา,กรุงเทพตะวันออก,ชุมชนหมู่บ้านจัดสรร,26-ม.ค.-53,ตนเอง,25,,216,237,158,7,158
104603071,ชุมชนหมู่บ้านหทัยราษฎร์พัฒนา,คลองสามวา,กรุงเทพตะวันออก,ชุมชนหมู่บ้านจัดสรร,21-ก.ค.-51,ตนเอง,20,,449,475,297,7,297
104603070,ชุมชนหมู่บ้านอาลักษณ์,คลองสามวา,กรุงเทพตะวันออก,ชุมชนหมู่บ้านจัดสรร,22-มิ.ย.-50,ตนเอง,140,,314,328,143,7,143
104605037,ชุมชนหมู่บ้านอินเตอร์,คลองสามวา,กรุงเทพตะวันออก,ชุมชนชานเมือง,28-มิ.ย.-42,ตนเอง,50,,256,208,82,7,82
104604081,ชุมชนหมู่บ้านอินทราวิว,คลองสามวา,กรุงเทพตะวันออก,ชุมชนหมู่บ้านจัดสรร,28-ธ.ค.-55,ตนเอง,,,218,163,198,,198
104605027,ชุมชนห้าพี่น้องพัฒนา,คลองสามวา,กรุงเทพตะวันออก,ชุมชนชานเมือง,7-พ.ค.-40,เช่า,54,,269,238,79,7,79
104605018,ชุมชนอาบูพัฒนา,คลองสามวา,กรุงเทพตะวันออก,ชุมชนชานเมือง,29-เม.ย.-37,ตนเอง,85,,264,290,64,7,64
104602065,ชุมชนอาสาพัฒนา,คลองสามวา,กรุงเทพตะวันออก,ชุมชนชานเมือง,31-พ.ค.-49,ตนเองและเช่า,1800,,110,127,53,7,53
104302011,ชุมชนเกาะแครายพัฒนา,คันนายาว,กรุงเทพตะวันออก,ชุมชนชานเมือง,27-มี.ค.-38,ตนเองและเช่า,65,,204,197,101,7,101
104301004,ชุมชนเกาะจวน,คันนายาว,กรุงเทพตะวันออก,ชุมชนแออัด,16-ต.ค.-35,ตนเองและเช่า,40,,453,479,625,19,625
104301035,ชุมชนคลองลำนุ่น,คันนายาว,กรุงเทพตะวันออก,ชุมชนแออัด,31-พ.ค.-49,ตนเอง,25,,67,90,53,7,53
104302030,ชุมชนจินดาบำรุงพัฒนา,คันนายาว,กรุงเทพตะวันออก,ชุมชนแออัด,26-ก.ค.-48,บุกรุก,13,กรุงเทพมหานคร,212,300,77,7,77
104302039,ชุมชนซอยคู้บอน 25,คันนายาว,กรุงเทพตะวันออก,ชุมชนเมือง,23-ม.ค.-50,ตนเอง,150,,299,321,105,7,105
104302001,ชุมชนซอยประสิทธิชัย,คันนายาว,กรุงเทพตะวันออก,ชุมชนเมือง,7-ก.ค.-35,ตนเอง,35,,194,206,72,7,72
104302002,ชุมชนซอยผู้ใหญ่ชม,คันนายาว,กรุงเทพตะวันออก,ชุมชนแออัด,7-ก.ค.-35,ตนเอง,10,,458,478,250,10,250
104302031,ชุมชนซอยรอดอนันต์ 7,คันนายาว,กรุงเทพตะวันออก,ชุมชนเมือง,26-ก.ค.-48,ตนเอง,13,,184,218,97,7,97
104302038,"ชุมชนซอยราอินทรา 83,85",คันนายาว,กรุงเทพตะวันออก,ชุมชนแออัด,24-ส.ค.-49,ตนเอง,11,,595,714,210,9,210
104301016,ชุมชนนภาพิไลพัฒนา,คันนายาว,กรุงเทพตะวันออก,ชุมชนแออัด,20-พ.ย.-41,ตนเอง,20,,480,418,179,8,179
104301005,ชุมชนบ้านเกาะ,คันนายาว,กรุงเทพตะวันออก,ชุมชนแออัด,16-ต.ค.-35,ตนเองและเช่า,45,,328,330,102,7,102
104301027,ชุมชนเปรมฤทัยรามอินทรา กม.9 ป.1,คันนายาว,กรุงเทพตะวันออก,ชุมชนหมู่บ้านจัดสรร,27-ส.ค.-47,ตนเอง,81,,"1,900.00","1,770.00",415,12,415
104302041,ชุมชนรามอินทรา 89-91,คันนายาว,กรุงเทพตะวันออก,ชุมชนเมือง,30-พ.ย.-55,ตนเอง,,,149,172,107,7,107
103402006,ชุมชนริมคลองระหัสพัฒนา,คันนายาว,กรุงเทพตะวันออก,ชุมชนแออัด,16-ต.ค.-35,ตนเองและเช่า,20,,310,345,184,8,184
104301007,ชุมชนริมคลองลำเกร็ด,คันนายาว,กรุงเทพตะวันออก,ชุมชนชานเมือง,16-ต.ค.-35,ตนเอง,30,,429,371,169,7,169
103401008,ชุมชนริมคลองหลอแหล,คันนายาว,กรุงเทพตะวันออก,ชุมชนแออัด,16-ต.ค.-35,ตนเองและเช่า,10,,325,337,103,7,103
104301009,ชุมชนวิมานสุข,คันนายาว,กรุงเทพตะวันออก,ชุมชนแออัด,16-ต.ค.-35,ตนเอง,15,,853,964,376,25,376
104302036,ชุมชนสน.คันนายาว,คันนายาว,กรุงเทพตะวันออก,ชุมชนอาคารสูง,31-พ.ค.-49,สวัสดิการ,1,สนง.ตำรวจฯ,142,131,43,7,43
104301028,ชุมชนสน.บางชัน,คันนายาว,กรุงเทพตะวันออก,ชุมชนอาคารสูง,27-ส.ค.-47,สวัสดิการ,10,สนง.ตำรวจฯ,452,261,243,7,243
